,Nombre_prod,Cantidad_prod,Precio_prod
1102,EDREDÓN DOBLE FAZ CAMA DOBLE,1 un (un a $ 69.990),$ 69.990
1103,FREIDORA DE AIRE 3.2 LITROS,1 un (un a $ 192.990),$ 192.990
1104,ORGANIZADOR BOLSOS RED FLAG X 1 UD,1 un (un a $ 16.990),$ 16.990
1105,CAJA PLEGABLE RED FLAG X 1 UD,1 un (un a $ 34.990),$ 34.990
1106,GANCHO PLEGABLE PANTALÓN RED FLAG 1 UD,1 un (un a $ 10.990),$ 10.990
1107,ORGANIZADOR ROPA INTERIOR 7 COMPARTIMIENTOS RED...,1 un (un a $ 8.990),$ 8.990
1108,ORGANIZADOR ROPA INTERIOR 8 COMPARTIMIENTOS RED...,1 un (un a $ 6.990),$ 6.990
1109,SET CAJAS ORGANIZADORAS RED FLAG X 4 UDS,"4 un (un a $ 8.997,5)",$ 35.990
1110,BASURERA DE MESA 5 LT. RED FLAG X 1 UD,1 un (un a $ 11.990),$ 11.990
1111,ASPIRADORA ROBOT CONTINENTAL X 1 UD,1 un (un a $ 299.990),$ 299.990
1112,SNACK DENTASTIX PARA PERRO X 1 BARRA,1 un (un a $ 2.990),$ 2.990
1113,ALIMENTO PARA GATOS MAGIC FRIENDS 1000 G,"1000 g (g a $ 5,95)",$ 5.950
1114,ALIMENTO HÚMEDO PARA GATITOS WHISKAS 85 G...,"85 g (g a $ 26,47)",$ 2.250
1115,GALLETAS PARA GATOS MAGIC FRIENDS 75G,"75 g (g a $ 29,2)",$ 2.190
1116,ALIMENTO HÚMEDO PARA GATOS WHISKAS 85 G,"85 g (g a $ 26,47)",$ 2.250
1117,ALMENTO PARA PERROS ADULTOS NUTRECAN 2000 G...,"2000 g (g a $ 4,83)",$ 9.650
1118,ALIMENTO PARA CACHORROS MAGIC FRIENDS 1000 G...,"1000 g (g a $ 4,59)",$ 4.590
1119,ALIMENTO PREMIUM PARA PERRO MAGIC FRIENDS 2000 ...,"2000 g (g a $ 4,7)",$ 9.390
1120,ALIMENTO PARA PERROS MAGIC FRIENDS 2000 G...,2000 g (g a $ 4),$ 7.990
1121,GALLETAS PARA PERROS MAGIC FRIENDS 150 G,"150 g (g a $ 19,27)",$ 2.890
1122,ALIMENTO HÚMEDO PARA CACHORROS PEDIGREE 100 G...,"100 g (g a $ 22,5)",$ 2.250
1123,HUESO DE CARNAZA PARA PERROS MAGIC FRIENDS 3 UN...,3 un (un a $ 1.430),$ 4.290
1124,ALIMENTO HÚMEDO PARA PERROS PEDIGREE 100 G...,"100 g (g a $ 22,5)",$ 2.250
1125,ALIMENTO PARA PERROS MAGIC FRIENDS 8000 G...,"8000 g (g a $ 3,67)",$ 29.390
1126,BOLSAS PARA DESECHOS DE MASCOTAS MAGIC FRIENDS ...,"60 un (un a $ 78,17)",$ 4.690
1127,PAÑOS HÚMEDOS MAGIC FRIENDS 50 UND,"50 un (un a $ 95,8)",$ 4.790
1128,ARENA PARA GATOS MAGIC FRIENDS 4500 G,"4500 g (g a $ 3,55)",$ 15.990
1129,CIGARRILLO LUCKY STRIKE GIN X 10 XL,10 un (un a $ 430),$ 4.300
1130,CIGARRILLOS CAMEL YELLOW 10 UND,10 un (un a $ 399),$ 3.990
1131,BOLSA PLÁSTICA D1 UND,1 un (un a $ 140),$ 140
1132,BOLSA TÉRMICA 3 HORAS 1 UND,1 un (un a $ 3.490),$ 3.490
1133,BOLSA ECOLÓGICA REUTILIZABLE 60X50CMS,1 un (un a $ 1.190),$ 1.190
1134,BOLSA ROJA REUTILIZABLE 40X42 CM D1,1 un (un a $ 1.990),$ 1.990
1135,CIGARRILLO LUCKY STRIKE GIN X10,10 un (un a $ 420),$ 4.200
1136,CIGARRILLO ROTHMANS AZUL X10,10 un (un a $ 390),$ 3.900
1137,CIGARRILLO ROTHMANS BLANCO X10,10 un (un a $ 300),$ 3.000
